Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_Customer,Days_Customer,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Year_Joined,Month_Joined,Day_Joined,Age_Group,Children,Partner,Education_Level
Graduation,Single,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,62,0,38,833,19,0,2014,May,Thursday,Middel Aged,0,No,Graduate
Graduation,Married,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,59,1,428,242,12,0,2013,April,Saturday,Middel Aged,1,Yes,Graduate
Graduation,Married,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,37,2,656,1869,17,0,2012,September,Tuesday,Adult,0,Yes,Graduate
Graduation,Together,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,27,2,662,1364,29,0,2012,September,Wednesday,Adult,0,Yes,Graduate
2n Cycle,Married,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,1,301,183,8,0,2013,September,Sunday,Middel Aged,1,Yes,Undergraduate
Master,Married,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,58,1,399,450,18,0,2013,May,Sunday,Middel Aged,1,Yes,Postgraduate
Graduation,Married,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,35,1,361,758,21,0,2013,July,Wednesday,Adult,1,Yes,Graduate
PhD,Married,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,63,1,199,1507,20,0,2013,December,Thursday,Middel Aged,0,Yes,Postgraduate
Graduation,Single,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,49,1,431,654,25,1,2013,April,Wednesday,Middel Aged,2,No,Graduate
Graduation,Married,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,42,1,442,81,9,0,2013,April,Saturday,Adult,2,Yes,Graduate
PhD,Together,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,57,2,568,137,1,0,2012,December,Saturday,Middel Aged,1,Yes,Postgraduate
Graduation,Together,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,61,1,480,16,4,0,2013,March,Wednesday,Middel Aged,2,Yes,Graduate
PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,49,1,303,93,8,0,2013,August,Friday,Middel Aged,1,No,Postgraduate
PhD,Together,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,56,0,154,1158,18,0,2014,January,Sunday,Middel Aged,0,Yes,Postgraduate
Master,Single,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,59,1,193,43,6,0,2013,December,Wednesday,Middel Aged,2,No,Postgraduate
Graduation,Single,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,43,1,290,1525,22,0,2013,September,Thursday,Adult,1,No,Graduate
PhD,Single,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,40,0,85,1230,19,0,2014,April,Saturday,Adult,0,No,Postgraduate
Graduation,Together,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,38,0,76,29,6,0,2014,April,Monday,Adult,2,Yes,Graduate
Graduation,Single,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,44,0,49,25,5,0,2014,May,Sunday,Adult,1,No,Graduate
Graduation,Married,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,42,0,102,24,4,0,2014,March,Wednesday,Adult,1,Yes,Graduate
Graduation,Together,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,42,1,376,38,5,0,2013,June,Tuesday,Adult,1,Yes,Graduate
Basic,Married,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,28,2,608,57,7,0,2012,October,Monday,Adult,1,Yes,Undergraduate
Master,Together,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,54,0,134,47,12,0,2014,February,Saturday,Middel Aged,2,Yes,Postgraduate
PhD,Divorced,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,46,1,543,813,24,2,2013,January,Wednesday,Middel Aged,1,No,Postgraduate
Master,Married,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,36,0,31,629,22,1,2014,May,Thursday,Adult,1,Yes,Postgraduate
Graduation,Divorced,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,38,2,659,377,17,0,2012,September,Saturday,Adult,1,No,Graduate
Master,Together,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,69,1,530,1612,14,0,2013,January,Tuesday,Senior Citizen,0,Yes,Postgraduate
PhD,Married,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,57,2,599,729,17,4,2012,November,Wednesday,Middel Aged,0,Yes,Postgraduate
Graduation,Single,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,64,1,345,50,6,1,2013,July,Friday,Middel Aged,0,No,Graduate
Graduation,Married,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,36,1,243,270,15,0,2013,October,Tuesday,Adult,2,Yes,Graduate
Graduation,Single,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,53,1,450,177,9,0,2013,April,Friday,Middel Aged,1,No,Graduate
Master,Single,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,52,1,525,315,13,1,2013,January,Sunday,Middel Aged,0,No,Postgraduate
PhD,Married,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,60,0,1,767,23,0,2014,June,Saturday,Middel Aged,1,Yes,Postgraduate
2n Cycle,Divorced,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,49,2,614,1071,26,0,2012,October,Tuesday,Middel Aged,1,No,Undergraduate
Graduation,Together,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,41,1,484,1580,24,0,2013,March,Saturday,Adult,0,Yes,Graduate
Graduation,Married,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,46,1,197,60,10,0,2013,December,Saturday,Middel Aged,1,Yes,Graduate
Master,Married,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,44,1,198,573,21,0,2013,December,Friday,Adult,1,Yes,Postgraduate
Graduation,Widow,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,58,1,460,41,5,0,2013,March,Tuesday,Middel Aged,2,No,Graduate
Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,63,1,526,170,10,0,2013,January,Saturday,Middel Aged,2,Yes,Graduate
PhD,Single,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,70,1,236,1167,28,0,2013,November,Tuesday,Senior Citizen,0,No,Postgraduate
Graduation,Married,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,56,1,449,1526,25,4,2013,April,Saturday,Middel Aged,0,Yes,Graduate
Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,38,1,237,458,21,0,2013,November,Monday,Adult,2,Yes,Postgraduate
Master,Married,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,43,0,98,63,6,0,2014,March,Sunday,Adult,1,Yes,Postgraduate
Graduation,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,57,1,251,405,17,0,2013,October,Monday,Middel Aged,1,Yes,Graduate
Graduation,Married,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,42,1,464,1027,20,1,2013,March,Friday,Adult,2,Yes,Graduate
Graduation,Single,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,42,1,449,1478,22,0,2013,April,Saturday,Adult,1,No,Graduate
Graduation,Married,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,33,1,256,72,5,0,2013,October,Wednesday,Adult,0,Yes,Graduate
Graduation,Single,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,42,1,435,48,7,1,2013,April,Saturday,Adult,1,No,Graduate
Graduation,Single,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,39,0,29,726,16,0,2014,May,Saturday,Adult,0,No,Graduate
Master,Married,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,59,1,510,860,27,0,2013,February,Monday,Middel Aged,1,Yes,Postgraduate
PhD,Together,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,28,1,218,1497,22,0,2013,November,Saturday,Adult,0,Yes,Postgraduate
PhD,Together,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,44,0,48,495,18,0,2014,May,Monday,Adult,1,Yes,Postgraduate
Graduation,Married,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,38,0,109,20,4,0,2014,March,Wednesday,Adult,2,Yes,Graduate
Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,60,2,582,570,19,0,2012,November,Saturday,Middel Aged,0,No,Graduate
Graduation,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,42,0,92,769,21,0,2014,March,Saturday,Adult,1,Yes,Graduate
2n Cycle,Married,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,36,1,301,55,7,0,2013,September,Sunday,Adult,1,Yes,Undergraduate
PhD,Single,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,34,1,420,1808,18,3,2013,May,Sunday,Adult,0,No,Postgraduate
Graduation,Married,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,42,1,325,55,7,0,2013,August,Thursday,Adult,1,Yes,Graduate
Graduation,Single,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,53,0,14,577,18,2,2014,June,Sunday,Middel Aged,0,No,Graduate
Graduation,Married,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,1,437,162,8,0,2013,April,Thursday,Middel Aged,0,Yes,Graduate
Graduation,Together,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,1,403,1957,20,5,2013,May,Wednesday,Middel Aged,1,Yes,Graduate
2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,55,1,439,1576,24,0,2013,April,Tuesday,Middel Aged,1,No,Undergraduate
Graduation,Married,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,60,1,418,1616,17,2,2013,May,Tuesday,Middel Aged,3,Yes,Graduate
Graduation,Divorced,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,52,1,533,36,6,0,2013,January,Saturday,Middel Aged,3,No,Graduate
PhD,Widow,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,56,1,414,1482,22,0,2013,May,Saturday,Middel Aged,1,No,Postgraduate
Graduation,Together,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,30,0,120,22,5,0,2014,March,Saturday,Adult,1,Yes,Graduate
PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,38,1,219,63,6,0,2013,November,Friday,Adult,2,No,Postgraduate
Graduation,Single,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,22,2,657,680,18,0,2012,September,Monday,Young adult,0,No,Graduate
PhD,Together,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,47,1,420,542,20,0,2013,May,Sunday,Middel Aged,2,Yes,Postgraduate
2n Cycle,Together,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,34,1,270,50,7,0,2013,October,Wednesday,Adult,1,Yes,Undergraduate
Graduation,Married,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,47,1,500,39,6,0,2013,February,Thursday,Middel Aged,2,Yes,Graduate
Graduation,Married,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,58,1,457,1043,28,0,2013,March,Friday,Middel Aged,1,Yes,Graduate
Master,Single,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,42,1,430,385,14,0,2013,April,Thursday,Adult,1,No,Postgraduate
Graduation,Divorced,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,34,2,644,1633,27,0,2012,September,Sunday,Adult,0,No,Graduate
2n Cycle,Single,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,34,1,362,46,5,0,2013,July,Tuesday,Adult,1,No,Undergraduate
Graduation,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,37,0,100,761,20,1,2014,March,Friday,Adult,1,No,Graduate
Graduation,Together,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,64,1,328,76,9,0,2013,August,Monday,Middel Aged,2,Yes,Graduate
Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,40,2,577,290,14,0,2012,November,Thursday,Adult,1,Yes,Graduate
Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,26,0,48,89,11,0,2014,May,Monday,Adult,1,No,Graduate
Graduation,Married,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,33,2,596,70,11,0,2012,November,Saturday,Adult,1,Yes,Graduate
2n Cycle,Married,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,54,1,337,1066,17,0,2013,July,Saturday,Middel Aged,0,Yes,Undergraduate
Graduation,Together,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,44,0,167,2009,19,4,2014,January,Monday,Adult,0,Yes,Graduate
2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,23,2,638,1345,19,0,2012,September,Saturday,Young adult,0,No,Undergraduate
Master,Single,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,58,2,552,764,23,0,2012,December,Monday,Middel Aged,1,No,Postgraduate
Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,51,1,249,195,11,0,2013,October,Wednesday,Middel Aged,1,No,Graduate
Graduation,Married,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,34,1,415,53,11,0,2013,May,Friday,Adult,2,Yes,Graduate
Graduation,Single,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,40,1,381,368,13,0,2013,June,Thursday,Adult,1,No,Graduate
PhD,Married,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,60,0,169,544,20,0,2014,January,Saturday,Middel Aged,1,Yes,Postgraduate
2n Cycle,Married,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,57,2,600,1853,25,2,2012,November,Tuesday,Middel Aged,0,Yes,Undergraduate
PhD,Together,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,48,0,34,35,6,1,2014,May,Monday,Middel Aged,2,Yes,Postgraduate
PhD,Married,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,40,0,104,446,18,3,2014,March,Monday,Adult,1,Yes,Postgraduate
Graduation,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,35,1,454,1180,31,0,2013,April,Monday,Adult,1,No,Graduate
Master,Married,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,41,0,117,41,5,0,2014,March,Tuesday,Adult,1,Yes,Postgraduate
Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,29,1,495,727,22,0,2013,February,Tuesday,Adult,2,Yes,Graduate
Graduation,Together,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,48,2,633,40,6,0,2012,October,Thursday,Middel Aged,2,Yes,Graduate
2n Cycle,Married,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,25,1,420,1062,26,1,2013,May,Sunday,Adult,0,Yes,Undergraduate
Graduation,Together,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,45,0,154,40,7,0,2014,January,Sunday,Middel Aged,1,Yes,Graduate
Master,Together,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,45,0,134,292,17,0,2014,February,Saturday,Middel Aged,2,Yes,Postgraduate
Graduation,Married,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,27,1,536,15,4,0,2013,January,Wednesday,Adult,0,Yes,Graduate
2n Cycle,Together,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,25,2,633,341,17,0,2012,October,Thursday,Adult,1,Yes,Undergraduate
2n Cycle,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,39,1,194,369,13,0,2013,December,Tuesday,Adult,1,No,Undergraduate
PhD,Together,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,41,1,383,401,17,0,2013,June,Tuesday,Adult,1,Yes,Postgraduate
Master,Single,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,48,1,460,393,17,0,2013,March,Tuesday,Middel Aged,1,No,Postgraduate
Master,Single,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,28,1,278,10,4,0,2013,September,Tuesday,Adult,2,No,Postgraduate
Graduation,Together,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,36,1,419,486,16,0,2013,May,Monday,Adult,1,Yes,Graduate
Graduation,Together,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,35,2,620,69,7,0,2012,October,Wednesday,Adult,1,Yes,Graduate
PhD,Together,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,31,1,274,1727,17,2,2013,September,Saturday,Adult,0,Yes,Postgraduate
Graduation,Single,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,55,0,174,995,16,1,2014,January,Monday,Middel Aged,1,No,Graduate
Graduation,Together,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,38,0,18,45,10,0,2014,June,Wednesday,Adult,1,Yes,Graduate
2n Cycle,Single,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,33,0,86,182,12,0,2014,April,Friday,Adult,2,No,Undergraduate
Master,Together,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,36,1,266,989,23,0,2013,October,Sunday,Adult,1,Yes,Postgraduate
Graduation,Together,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,61,1,285,1677,18,3,2013,September,Tuesday,Middel Aged,0,Yes,Graduate
Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,43,1,364,595,23,0,2013,June,Sunday,Adult,2,No,Postgraduate
Graduation,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,31,1,500,156,9,0,2013,February,Thursday,Adult,1,Yes,Graduate
Master,Single,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,58,0,85,1226,28,0,2014,April,Saturday,Middel Aged,0,No,Postgraduate
2n Cycle,Together,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,36,1,528,128,11,0,2013,January,Thursday,Adult,1,Yes,Undergraduate
Graduation,Single,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,42,0,139,86,9,2,2014,February,Monday,Adult,1,No,Graduate
Graduation,Married,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,39,2,621,68,7,0,2012,October,Tuesday,Adult,1,Yes,Graduate
Graduation,Divorced,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,39,1,341,16,4,0,2013,July,Tuesday,Adult,2,No,Graduate
2n Cycle,Married,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,33,0,10,55,7,0,2014,June,Thursday,Adult,2,Yes,Undergraduate
PhD,Single,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,2,655,2114,22,1,2012,September,Wednesday,Adult,0,No,Postgraduate
PhD,Together,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,44,1,362,2018,19,0,2013,July,Tuesday,Adult,0,Yes,Postgraduate
PhD,Single,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,61,2,580,263,15,0,2012,November,Monday,Middel Aged,3,No,Postgraduate
Graduation,Married,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,55,1,200,55,7,0,2013,December,Wednesday,Middel Aged,2,Yes,Graduate
Graduation,Together,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,52,1,454,564,24,0,2013,April,Monday,Middel Aged,2,Yes,Graduate
Master,Single,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,36,1,195,1281,20,0,2013,December,Monday,Adult,0,No,Postgraduate
Graduation,Married,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,41,1,505,83,7,1,2013,February,Saturday,Adult,1,Yes,Graduate
Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,49,2,659,353,18,0,2012,September,Saturday,Middel Aged,2,No,Postgraduate
Graduation,Married,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,31,0,166,1003,25,0,2014,January,Tuesday,Adult,0,Yes,Graduate
Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,23,0,60,14,4,0,2014,April,Wednesday,Young adult,1,No,Undergraduate
PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,71,1,513,902,24,2,2013,February,Friday,Senior Citizen,0,No,Postgraduate
PhD,Single,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,42,2,564,1139,25,0,2012,December,Wednesday,Adult,1,No,Postgraduate
Graduation,Together,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,58,1,326,797,20,1,2013,August,Wednesday,Middel Aged,1,Yes,Graduate
Graduation,Divorced,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,56,0,157,1638,25,0,2014,January,Thursday,Middel Aged,1,No,Graduate
PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,40,1,322,401,17,0,2013,August,Sunday,Adult,1,Yes,Postgraduate
Graduation,Divorced,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,28,1,250,84,11,0,2013,October,Tuesday,Adult,1,No,Graduate
Graduation,Married,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,56,1,508,928,18,0,2013,February,Wednesday,Middel Aged,0,Yes,Graduate
Graduation,Divorced,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,44,1,317,203,11,0,2013,August,Friday,Adult,1,No,Graduate
Graduation,Together,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,47,1,350,858,16,0,2013,July,Sunday,Middel Aged,0,Yes,Graduate
Graduation,Together,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,41,1,207,409,13,0,2013,December,Wednesday,Adult,0,Yes,Graduate
Graduation,Together,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,45,1,462,282,16,0,2013,March,Sunday,Middel Aged,3,Yes,Graduate
Graduation,Single,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,37,0,81,1423,18,0,2014,April,Wednesday,Adult,0,No,Graduate
Graduation,Single,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,53,1,220,1449,18,2,2013,November,Thursday,Middel Aged,0,No,Graduate
Graduation,Widow,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,43,1,209,28,4,0,2013,December,Monday,Adult,1,No,Graduate
Graduation,Together,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,40,0,176,67,6,0,2014,January,Saturday,Adult,1,Yes,Graduate
PhD,Married,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,28,0,111,199,10,0,2014,March,Monday,Adult,0,Yes,Postgraduate
